timestamp,voltage5V_v,voltage3V3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5V_OC,hipower_5V_OC
55874717,5.0950193,3.319336,1,0,1,0,1,0,0
56374717,5.093408,3.319336,1,0,1,0,1,0,0
56874717,5.0950193,3.3177245,1,0,1,0,1,0,0
57374718,5.091797,3.3225586,1,0,1,0,1,0,0
57874717,5.0966306,3.319336,1,0,1,0,1,0,0
58374718,5.091797,3.3209472,1,0,1,0,1,0,0
58874717,5.0370116,3.319336,1,0,1,0,1,0,0
59374720,5.077295,3.319336,1,0,1,0,1,0,0
59884718,5.082129,3.3209472,1,0,1,0,1,0,0
60384717,5.091797,3.319336,1,0,1,0,1,0,0
60884717,5.0982423,3.319336,1,0,1,0,1,0,0
61384718,5.0966306,3.319336,1,0,1,0,1,0,0
61884718,5.0756836,3.319336,1,0,1,0,1,0,0
62384717,5.0966306,3.319336,1,0,1,0,1,0,0
62884718,5.0950193,3.319336,1,0,1,0,1,0,0
63394718,5.077295,3.319336,1,0,1,0,1,0,0
63894725,5.0950193,3.3209472,1,0,1,0,1,0,0
64394718,5.062793,3.319336,1,0,1,0,1,0,0
64894718,5.0982423,3.319336,1,0,1,0,1,0,0
65394717,5.0982423,3.3177245,1,0,1,0,1,0,0
65894717,5.077295,3.319336,1,0,1,0,1,0,0
