timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
190677673,-0.27085847,-0.27766404,0.2632403
190699715,-0.27085847,-0.27766404,0.2695997
190722680,-0.27365294,-0.27766404,0.2695997
190746675,-0.27085847,-0.27448863,0.2695997
190769682,-0.27085847,-0.27448863,0.2695997
190790681,-0.26806396,-0.27131328,0.26642
190813686,-0.26526943,-0.27131328,0.2759591
190834683,-0.26247495,-0.27448863,0.2727794
190856676,-0.26247495,-0.27448863,0.2632403
190878681,-0.26247495,-0.27766404,0.2695997
190901719,-0.26247495,-0.27766404,0.2632403
190922721,-0.26526943,-0.27766404,0.2600606
190945683,-0.26247495,-0.27766404,0.2632403
190966674,-0.25968045,-0.28083938,0.26642
190989681,-0.25968045,-0.28401473,0.26642
191011857,-0.26247495,-0.28719008,0.2600606
191034680,-0.26247495,-0.29036546,0.25370118
191057681,-0.26526943,-0.2935408,0.24416208
191078682,-0.26806396,-0.2935408,0.24098237
191101680,-0.27085847,-0.2935408,0.24416208
191123710,-0.27085847,-0.29671618,0.24098237
191145675,-0.27365294,-0.29671618,0.24098237
191166683,-0.27085847,-0.29989156,0.23780267
191189715,-0.27365294,-0.3030669,0.24098237
191210717,-0.27085847,-0.30624226,0.23144326
191233685,-0.26526943,-0.30941764,0.22826356
191254675,-0.26526943,-0.31576836,0.22826356
191277681,-0.26526943,-0.3221191,0.22508384
191299719,-0.26526943,-0.32529444,0.21872444
191322683,-0.26526943,-0.3284698,0.21872444
191345683,-0.26247495,-0.3316452,0.21554473
191366681,-0.25968045,-0.33482054,0.21872444
191389672,-0.25409144,-0.34117126,0.23144326
191410682,-0.24850245,-0.347522,0.23144326
191433676,-0.24291344,-0.35069734,0.22826356
191454684,-0.23732442,-0.35704806,0.22826356
191477715,-0.23173542,-0.36339882,0.22508384
191498714,-0.23173542,-0.36657417,0.22190416
191520688,-0.23173542,-0.36974952,0.22508384
191542682,-0.23452993,-0.36974952,0.22508384
191564325,-0.23173542,-0.36974952,0.21872444
191585686,-0.23452993,-0.37292486,0.22190416
191606681,-0.23173542,-0.37292486,0.21872444
191629326,-0.23173542,-0.36974952,0.21236503
191652312,-0.22894092,-0.37292486,0.21554473
191674675,-0.22894092,-0.37292486,0.21236503
191697631,-0.22894092,-0.37610024,0.21236503
191721465,-0.23173542,-0.37927562,0.20600563
191743566,-0.23173542,-0.37927562,0.20600563
191769020,-0.22894092,-0.37927562,0.20282592
191792767,-0.23173542,-0.37927562,0.20918532
191816657,-0.22614641,-0.37927562,0.20918532
191840729,-0.22614641,-0.37927562,0.20600563
191865063,-0.22335193,-0.37610024,0.21236503
191888895,-0.22335193,-0.37610024,0.21872444
191913178,-0.22055742,-0.37610024,0.21554473
191934771,-0.21776292,-0.36974952,0.21554473
191958675,-0.21496841,-0.37292486,0.22826356
191980674,-0.21776292,-0.36974952,0.23144326
192001684,-0.21496841,-0.36657417,0.23462297
