timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
144465076,30.787209747089918,103.85861239243985,1.288263,0.34994087,-3.0479598,-1.288263,-0.7829893,1,1,0
144519988,30.787209837648284,103.85861215114272,1.2977268,0.3600105,-3.0710096,-1.2977268,-0.78643197,1,1,0
144587091,30.787209949742763,103.8586118760538,1.3078562,0.37247485,-3.0972874,-1.3078562,-0.7901306,1,1,0
144643078,30.78721003953086,103.8586116485514,1.3145258,0.38245884,-3.1190195,-1.3145258,-0.79538673,1,1,0
144698677,30.787210133032072,103.85861142224954,1.3200268,0.3928557,-3.140637,-1.3200268,-0.802596,1,1,0
144755077,30.787210234180137,103.85861118316873,1.3248912,0.40410286,-3.163475,-1.3248912,-0.81095326,1,1,0
144810490,30.787210348755934,103.85861092643954,1.3268553,0.41684312,-3.187999,-1.3268553,-0.81736106,1,1,0
144864778,30.787210468110768,103.85861067061634,1.3265463,0.43011478,-3.2124364,-1.3265463,-0.8213898,1,1,0
144908721,30.78721057698233,103.85861043850655,1.3262844,0.44222075,-3.2346087,-1.3262844,-0.82585037,1,1,0
144952820,30.78721069294057,103.85861019764619,1.3259315,0.45511472,-3.2576168,-1.3259315,-0.8324256,1,1,0
144998257,30.787210823981816,103.85860992211049,1.3269318,0.46968585,-3.2839372,-1.3269318,-0.8419053,1,1,0
145042588,30.787210943614856,103.85860965864488,1.3303964,0.48298845,-3.3091047,-1.3303964,-0.85564995,1,1,0
145086418,30.787211065682037,103.85860939702623,1.3341266,0.4965617,-3.3340957,-1.3341266,-0.8715922,1,1,0
145130548,30.787211188998445,103.85860912774773,1.339581,0.5102739,-3.3598185,-1.339581,-0.88932264,1,1,0
145174259,30.787211317137594,103.85860886121968,1.3457931,0.5245223,-3.3852785,-1.3457931,-0.9077882,1,1,0
145218361,30.787211450549204,103.85860859223068,1.3566787,0.539357,-3.4109735,-1.3566787,-0.9198897,1,1,0
145263117,30.787211585662735,103.85860834022118,1.3666283,0.55304694,-3.433189,-1.3662264,-0.92542076,1,1,0
145307194,30.78721171400075,103.85860811564643,1.3759235,0.5686515,-3.456499,-1.3759235,-0.9293041,1,1,0
145364044,30.787211870876337,103.85860787634599,1.3855003,0.5860953,-3.4793582,-1.3855003,-0.9314172,1,1,0
145419202,30.787212030665827,103.85860766985641,1.3891904,0.60386306,-3.499083,-1.3891904,-0.92786425,1,1,0
145484852,30.787212223060333,103.85860747246682,1.3853738,0.62525636,-3.5179386,-1.3853738,-0.91827536,1,1,0
145551048,30.78721242262114,103.85860732013793,1.3812151,0.6474465,-3.5324898,-1.3812151,-0.90261763,1,1,0
145628730,30.787212636730004,103.85860720867166,1.3751721,0.67125434,-3.5431376,-1.3751721,-0.88684464,1,1,0
145716747,30.787212856361688,103.85860716648862,1.3684517,0.69567627,-3.547167,-1.3684517,-0.8649489,1,1,0
145827485,30.78721307212106,103.85860718985751,1.3658416,0.7196676,-3.5449347,-1.3658416,-0.83105105,1,1,0
146025118,30.78721325964093,103.8586073138904,1.3681048,0.74051887,-3.5330865,-1.3681048,-0.78956103,1,1,0
146499764,30.787213153174182,103.85860708105437,1.370562,0.7286803,-3.5553281,-1.370562,-0.7787243,1,1,0
146610755,30.787213068711758,103.85860685088146,1.3651531,0.7192885,-3.5773153,-1.3651531,-0.7894826,1,1,0
146700187,30.7872129883956,103.85860661318344,1.3602042,0.7103578,-3.6000214,-1.3602042,-0.80256087,1,1,0
